Semester,Gender,Quiz,Attendance,Presentation,Assignment,Mid,Final,TotalMark,SGPA
12,1,14.0,5.28,6.03,3.77,15.5,30.82000000000001,75.4,3.77
11,1,7.0,3.43,3.92,2.45,6.5,25.7,49.0,2.45
2,1,8.0,4.47,5.1,3.19,18.5,24.53999999999999,63.8,3.19
5,0,9.0,3.98,4.54,2.84,12.0,24.44,56.8,2.84
7,0,11.0,4.07,4.66,2.91,9.5,26.06,58.2,2.91
12,1,13.0,3.58,4.1,2.56,15.0,12.96000000000001,51.2,2.56
2,1,11.0,4.19,4.78,2.99,12.0,24.84,59.8,2.99
10,1,8.0,3.85,4.4,2.75,11.5,24.5,55.0,2.75
3,0,11.0,3.43,3.92,2.45,9.5,18.7,49.0,2.45
1,1,2.0,3.16,3.62,2.26,17.0,17.16,45.2,2.26
2,1,13.0,4.97,5.68,3.55,21.0,22.8,71.0,3.55
2,0,10.0,4.3,4.91,3.07,11.0,28.12,61.4,3.07
2,1,13.0,5.07,5.79,3.62,23.0,21.92,72.4,3.62
5,0,2.0,2.62,2.99,1.87,8.0,19.92,37.4,1.87
11,1,15.0,5.0,5.71,3.57,24.0,18.12,71.4,3.57
8,1,11.0,3.68,4.21,2.63,6.5,24.58,52.6,2.63
2,0,11.0,4.45,5.09,3.18,8.0,31.88,63.6,3.18
6,0,14.0,5.52,6.3,3.94,21.5,27.53999999999999,78.8,3.94
2,1,8.0,3.74,4.27,2.67,6.0,28.72,53.4,2.67
2,1,4.0,4.86,5.55,3.47,11.3,40.22000000000001,69.4,3.47
2,1,14.0,3.53,4.03,2.52,7.0,19.32,50.4,2.52
7,1,11.0,5.33,6.1,3.81,21.0,28.96000000000001,76.2,3.81
6,0,7.0,4.4,5.02,3.14,11.0,32.23999999999999,62.8,3.14
11,1,12.0,4.75,5.42,3.39,18.25,23.98999999999999,67.8,3.39
2,1,9.0,4.75,5.42,3.39,17.5,27.73999999999999,67.8,3.39
2,1,5.0,2.95,3.38,2.11,7.0,21.76000000000001,42.2,2.11
11,1,8.0,4.0,4.58,2.86,7.5,30.26000000000001,57.2,2.86
6,0,15.0,3.68,4.21,2.63,3.5,23.58,52.6,2.63
7,0,8.0,4.1,4.69,2.93,1.0,37.88,58.6,2.93
2,1,15.0,5.31,6.06,3.79,24.5,21.14,75.8,3.79
2,1,12.0,5.32,6.08,3.8,23.5,25.3,76.0,3.8
2,1,13.0,4.91,5.62,3.51,22.5,20.66,70.2,3.51
2,1,11.0,5.38,6.14,3.84,24.5,25.94,76.8,3.84
8,1,12.0,3.26,3.73,2.33,18.0,7.280000000000001,46.6,2.33
10,1,10.0,2.88,3.3,2.06,15.0,7.960000000000008,41.2,2.06
6,0,12.0,3.19,3.65,2.28,6.0,18.48,45.6,2.28
6,0,10.0,5.25,6.0,3.75,16.0,34.0,75.0,3.75
2,1,13.0,4.17,4.77,2.98,14.0,20.68,59.6,2.98
6,0,8.0,4.13,4.72,2.95,13.5,25.7,59.0,2.95
7,1,13.0,2.88,3.3,2.06,9.0,10.96,41.2,2.06
1,1,15.0,5.49,6.27,3.92,22.0,25.72000000000001,78.4,3.92
11,1,11.0,4.17,4.77,2.98,11.0,25.68,59.6,2.98
2,1,6.0,4.13,4.72,2.95,17.0,24.2,59.0,2.95
3,0,10.0,4.35,4.98,3.11,21.0,18.76000000000001,62.2,3.11
2,1,14.0,4.89,5.58,3.49,20.0,21.84,69.8,3.49
8,1,12.0,4.38,5.01,3.13,18.0,20.08000000000001,62.6,3.13
11,1,15.0,5.21,5.95,3.72,21.25,23.27000000000001,74.4,3.72
7,1,9.0,3.92,4.48,2.8,9.0,26.8,56.0,2.8
4,0,12.0,3.91,4.46,2.79,13.0,19.64,55.8,2.79
11,1,9.0,4.17,4.77,2.98,8.5,30.18,59.6,2.98
7,1,10.0,4.27,4.88,3.05,16.0,22.8,61.0,3.05
2,1,14.0,4.12,4.7,2.94,15.5,17.53999999999999,58.8,2.94
7,1,11.0,4.54,5.18,3.24,6.5,34.34,64.8,3.24
10,1,13.0,3.86,4.42,2.76,21.0,10.16,55.2,2.76
4,0,7.0,3.85,4.4,2.75,9.5,27.5,55.0,2.75
7,0,15.0,5.57,6.37,3.98,25.0,23.67999999999999,79.6,3.98
4,0,10.0,5.17,5.9,3.69,8.0,41.03999999999999,73.8,3.69
1,1,7.0,4.68,5.34,3.34,18.5,27.94,66.8,3.34
2,0,8.0,5.28,6.03,3.77,15.0,37.32000000000001,75.4,3.77
2,1,13.0,5.18,5.92,3.7,21.5,24.7,74.0,3.7
5,0,8.0,4.09,4.67,2.92,3.0,35.72,58.4,2.92
3,0,6.0,3.46,3.95,2.47,14.0,19.52,49.4,2.47
6,0,10.0,3.82,4.37,2.73,12.0,21.68,54.6,2.73
5,0,9.0,3.81,4.35,2.72,7.0,27.52,54.4,2.72
2,0,11.0,5.42,6.19,3.87,17.0,33.92,77.4,3.87
5,0,10.0,3.58,4.1,2.56,10.0,20.96,51.2,2.56
4,0,12.0,3.67,4.19,2.62,14.0,15.91999999999999,52.4,2.62
4,0,10.0,4.47,5.1,3.19,14.0,27.03999999999999,63.8,3.19
6,0,6.0,4.47,5.1,3.19,7.0,38.04,63.8,3.19
7,1,9.0,3.96,4.53,2.83,10.0,26.28,56.6,2.83
7,0,9.0,4.24,4.85,3.03,17.0,22.48,60.6,3.03
8,1,4.0,4.55,5.2,3.25,13.5,34.5,65.0,3.25
4,0,14.0,5.29,6.05,3.78,18.0,28.47999999999999,75.6,3.78
2,0,11.0,4.58,5.23,3.27,25.0,16.32000000000001,65.4,3.27
2,1,10.0,4.87,5.57,3.48,17.5,28.17999999999999,69.6,3.48
2,1,10.0,4.73,5.41,3.38,11.0,33.08,67.6,3.38
8,1,10.0,3.77,4.3,2.69,15.0,18.03999999999999,53.8,2.69
2,1,9.0,4.41,5.04,3.15,18.0,23.40000000000001,63.0,3.15
10,1,9.0,3.53,4.03,2.52,11.0,20.32,50.4,2.52
2,0,8.0,5.49,6.27,3.92,24.0,30.72000000000001,78.4,3.92
1,1,9.0,5.05,5.78,3.61,20.83,27.93000000000001,72.2,3.61
7,1,6.0,3.75,4.29,2.68,13.5,23.38,53.6,2.68
11,1,14.0,4.48,5.12,3.2,10.5,26.7,64.0,3.2
3,0,13.0,4.7,5.38,3.36,23.0,17.76000000000001,67.2,3.36
8,1,10.0,5.52,6.3,3.94,19.0,34.03999999999999,78.8,3.94
2,0,5.0,2.98,3.41,2.13,10.0,19.08,42.6,2.13
7,1,6.0,4.61,5.26,3.29,20.0,26.64,65.8,3.29
2,1,7.0,4.72,5.39,3.37,21.0,25.92,67.4,3.37
11,1,10.0,4.4,5.02,3.14,14.5,25.73999999999999,62.8,3.14
9,1,7.5,0.28,4.0,4.0,21.72,13.5,51.0,2.5
11,1,7.0,4.48,5.12,3.2,11.5,32.7,64.0,3.2
8,1,14.0,5.17,5.9,3.69,19.5,25.53999999999999,73.8,3.69
2,1,8.0,5.24,5.98,3.74,22.0,29.84,74.8,3.74
2,1,8.0,4.54,5.18,3.24,14.0,29.84,64.8,3.24
3,0,11.0,4.62,5.28,3.3,20.0,21.8,66.0,3.3
2,0,15.0,5.54,6.34,3.96,18.5,29.86,79.2,3.96
11,1,6.0,3.71,4.24,2.65,12.0,24.4,53.0,2.65
2,1,9.0,4.19,4.78,2.99,19.0,19.84,59.8,2.99
11,1,11.0,4.0,4.58,2.86,8.0,26.76000000000001,57.2,2.86
6,0,11.0,5.54,6.34,3.96,22.0,30.36,79.2,3.96
2,1,12.0,4.82,5.5,3.44,17.0,26.03999999999999,68.8,3.44
7,1,11.0,2.24,2.56,1.6,5.5,9.099999999999998,32.0,1.6
12,1,10.0,4.09,4.67,2.92,12.5,24.22,58.4,2.92
7,1,8.0,3.78,4.32,2.7,5.0,30.2,54.0,2.7
1,1,5.0,4.69,5.36,3.35,17.0,31.59999999999999,67.0,3.35
3,0,9.0,4.56,5.22,3.26,15.0,28.16,65.2,3.26
7,1,10.0,3.18,3.63,2.27,6.0,20.32,45.4,2.27
2,1,13.0,3.99,4.56,2.85,8.5,24.09999999999999,57.0,2.85
11,1,12.0,4.87,5.57,3.48,15.5,28.17999999999999,69.6,3.48
1,1,12.0,4.02,4.59,2.87,18.0,15.91999999999999,57.4,2.87
6,0,12.0,4.52,5.17,3.23,19.5,20.17999999999999,64.6,3.23
6,0,9.0,4.42,5.06,3.16,8.0,33.56,63.2,3.16
4,0,10.0,3.75,4.29,2.68,8.0,24.88,53.6,2.68
2,1,9.0,4.13,4.72,2.95,4.5,33.7,59.0,2.95
8,1,7.0,4.9,5.6,3.5,14.5,34.5,70.0,3.5
6,0,13.0,4.62,5.28,3.3,14.0,25.8,66.0,3.3
8,1,8.0,2.28,2.61,1.63,16.5,1.580000000000002,32.6,1.63
2,1,7.0,4.34,4.96,3.1,11.0,31.6,62.0,3.1
2,1,13.0,3.93,4.5,2.81,7.5,24.46,56.2,2.81
2,0,10.0,4.4,5.02,3.14,16.5,23.73999999999999,62.8,3.14
2,1,8.0,3.77,4.3,2.69,13.0,22.04,53.8,2.69
11,1,11.0,5.29,6.05,3.78,18.5,30.97999999999999,75.6,3.78
11,1,10.0,4.06,4.64,2.9,16.5,19.90000000000001,58.0,2.9
1,1,6.0,3.08,3.52,2.2,15.0,14.2,44.0,2.2
8,1,9.0,0.28,5.0,5.0,16.72,16.0,52.0,2.5
5,0,11.0,3.99,4.56,2.85,15.5,19.09999999999999,57.0,2.85
2,1,9.0,4.42,5.06,3.16,18.0,23.56,63.2,3.16
12,1,12.0,4.37,4.99,3.12,11.5,26.41999999999999,62.4,3.12
7,1,13.0,5.0,5.71,3.57,19.0,25.12,71.4,3.57
12,1,10.0,4.06,4.64,2.9,8.5,27.9,58.0,2.9
2,1,13.0,4.73,5.41,3.38,14.0,27.08,67.6,3.38
2,1,10.0,4.65,5.31,3.32,17.0,26.12,66.4,3.32
7,0,12.0,4.69,5.36,3.35,15.5,26.09999999999999,67.0,3.35
4,0,8.0,4.55,5.2,3.25,13.5,30.5,65.0,3.25
2,1,7.0,2.56,2.93,1.83,7.0,15.28,36.6,1.83
5,0,4.0,3.7,4.22,2.64,8.5,29.73999999999999,52.8,2.64
2,1,14.0,2.88,3.3,2.06,12.5,6.460000000000008,41.2,2.06
5,0,12.0,4.55,5.2,3.25,13.0,27.0,65.0,3.25
4,0,8.0,4.44,5.07,3.17,15.5,27.22,63.4,3.17
2,1,12.0,3.93,4.5,2.81,20.5,12.46000000000001,56.2,2.81
6,0,13.0,5.43,6.21,3.88,16.5,32.58,77.6,3.88
10,1,7.0,3.18,3.63,2.27,9.0,20.32,45.4,2.27
5,0,10.0,5.08,5.81,3.63,17.5,30.58,72.6,3.63
12,1,11.0,4.47,5.1,3.19,11.5,28.53999999999999,63.8,3.19
2,1,12.0,4.91,5.62,3.51,17.0,27.16,70.2,3.51
8,1,12.0,4.38,5.01,3.13,16.3,21.78,62.6,3.13
1,1,6.0,4.31,4.93,3.08,12.0,31.28,61.6,3.08
7,1,8.0,5.05,5.78,3.61,15.0,34.76000000000001,72.2,3.61
6,0,10.0,4.79,5.47,3.42,9.5,35.22000000000001,68.4,3.42
10,1,14.0,4.58,5.23,3.27,24.0,14.32000000000001,65.4,3.27
12,1,11.0,3.79,4.34,2.71,13.5,18.86,54.2,2.71
2,1,8.0,4.26,4.86,3.04,10.5,30.14,60.8,3.04
2,1,11.0,3.75,4.29,2.68,14.0,17.88,53.6,2.68
7,1,4.0,3.61,4.13,2.58,17.5,19.78,51.6,2.58
3,0,7.0,4.03,4.61,2.88,12.5,26.58,57.6,2.88
5,0,3.0,3.54,4.05,2.53,9.0,28.48,50.6,2.53
3,0,11.0,4.03,4.61,2.88,11.0,24.08000000000001,57.6,2.88
3,0,13.0,4.17,4.77,2.98,11.0,23.68,59.6,2.98
5,0,15.0,4.93,5.63,3.52,16.0,25.32000000000001,70.4,3.52
3,0,9.0,3.85,4.4,2.75,6.5,28.5,55.0,2.75
8,1,8.0,3.5,4.0,2.5,11.5,20.5,50.0,2.5
4,0,9.0,4.27,4.88,3.05,17.0,22.8,61.0,3.05
2,1,6.0,3.96,4.53,2.83,14.5,24.78,56.6,2.83
8,1,12.0,5.33,6.1,3.81,20.5,28.46000000000001,76.2,3.81
7,1,15.0,5.6,6.4,4.0,24.0,25.0,80.0,4.0
12,1,14.0,3.81,4.35,2.72,17.0,12.52,54.4,2.72
8,1,8.0,4.12,4.7,2.94,12.0,27.04,58.8,2.94
2,1,11.0,4.51,5.15,3.22,18.0,22.52000000000001,64.4,3.22
2,1,6.0,3.07,3.5,2.19,5.0,24.04,43.8,2.19
6,0,14.0,5.17,5.9,3.69,21.0,24.03999999999999,73.8,3.69
2,1,10.0,4.41,5.04,3.15,14.5,25.90000000000001,63.0,3.15
11,1,12.0,5.18,5.92,3.7,18.5,28.7,74.0,3.7
7,0,9.0,5.42,6.19,3.87,21.0,31.92,77.4,3.87
7,0,15.0,5.04,5.76,3.6,19.5,23.1,72.0,3.6
4,0,10.0,4.97,5.68,3.55,23.5,23.3,71.0,3.55
6,0,3.0,1.46,1.66,1.04,7.5,6.140000000000001,20.8,1.04
12,1,8.0,4.21,4.82,3.01,12.0,28.16,60.2,3.01
12,1,8.0,3.75,4.29,2.68,12.0,22.88,53.6,2.68
8,1,12.0,5.52,6.3,3.94,21.0,30.03999999999999,78.8,3.94
3,0,7.0,3.91,4.46,2.79,12.5,25.14,55.8,2.79
5,0,13.0,4.26,4.86,3.04,14.0,21.64,60.8,3.04
5,0,11.0,4.89,5.58,3.49,14.0,30.84,69.8,3.49
8,1,1.0,1.58,1.81,1.13,4.0,13.08,22.6,1.13
11,1,1.0,3.65,4.18,2.61,14.0,26.76000000000001,52.2,2.61
3,0,8.0,4.35,4.98,3.11,13.5,28.26000000000001,62.2,3.11
6,0,14.0,3.33,3.81,2.38,1.5,22.58000000000001,47.6,2.38
7,1,9.0,4.77,5.46,3.41,11.5,34.06,68.2,3.41
12,1,5.0,2.87,3.28,2.05,8.0,19.8,41.0,2.05
11,1,14.0,4.65,5.31,3.32,19.0,20.12,66.4,3.32
8,1,10.0,4.12,4.7,2.94,15.5,21.53999999999999,58.8,2.94
12,1,11.0,4.94,5.65,3.53,15.0,30.47999999999999,70.6,3.53
7,1,11.0,3.85,4.4,2.75,14.0,19.0,55.0,2.75
2,1,8.0,5.07,5.79,3.62,21.0,28.92,72.4,3.62
12,1,14.0,5.25,6.0,3.75,18.5,27.5,75.0,3.75
7,1,13.0,5.33,6.1,3.81,18.0,29.96000000000001,76.2,3.81
2,1,8.0,3.67,4.19,2.62,18.0,15.91999999999999,52.4,2.62
2,1,9.0,5.31,6.06,3.79,15.5,36.14,75.8,3.79
5,0,5.0,4.61,5.26,3.29,13.5,34.14,65.8,3.29
7,1,6.0,4.56,5.22,3.26,11.0,35.16,65.2,3.26
7,0,13.0,5.04,5.76,3.6,19.5,25.1,72.0,3.6
2,0,5.0,3.58,4.1,2.56,6.5,29.46,51.2,2.56
5,0,12.0,3.91,4.46,2.79,11.0,21.64,55.8,2.79
2,1,10.0,4.9,5.6,3.5,16.5,29.5,70.0,3.5
7,1,7.0,3.23,3.7,2.31,9.0,20.96,46.2,2.31
7,1,4.0,4.38,5.01,3.13,7.0,39.08,62.6,3.13
5,0,12.0,4.61,5.26,3.29,19.0,21.64,65.8,3.29
12,1,15.0,5.32,6.08,3.8,23.5,22.3,76.0,3.8
2,1,3.0,4.33,4.94,3.09,11.0,35.44,61.8,3.09
5,0,2.0,1.62,1.86,1.16,11.0,5.559999999999999,23.2,1.16
2,1,10.0,4.27,4.88,3.05,17.25,21.55,61.0,3.05
8,1,6.0,3.89,4.45,2.78,13.0,25.48,55.6,2.78
2,1,10.0,5.01,5.73,3.58,23.0,24.27999999999999,71.6,3.58
8,1,9.0,4.2,4.8,3.0,10.0,29.0,60.0,3.0
2,1,5.0,4.17,4.77,2.98,15.5,27.18,59.6,2.98
12,1,14.0,3.95,4.51,2.82,22.0,9.119999999999997,56.4,2.82
11,1,7.0,4.17,4.77,2.98,12.5,28.18,59.6,2.98
6,0,13.0,4.66,5.33,3.33,18.0,22.27999999999999,66.6,3.33
11,1,12.0,3.18,3.63,2.27,13.5,10.82,45.4,2.27
7,0,13.0,5.11,5.84,3.65,18.5,26.90000000000001,73.0,3.65
11,1,10.0,4.54,5.18,3.24,16.0,25.84,64.8,3.24
2,0,9.0,4.37,4.99,3.12,17.5,23.41999999999999,62.4,3.12
6,0,12.0,4.82,5.5,3.44,15.0,28.03999999999999,68.8,3.44
7,1,11.0,4.79,5.47,3.42,23.0,20.72000000000001,68.4,3.42
6,0,9.0,4.28,4.9,3.06,6.0,33.96000000000001,61.2,3.06
6,0,13.0,3.93,4.5,2.81,11.5,20.46000000000001,56.2,2.81
8,1,9.0,3.68,4.21,2.63,17.3,15.78,52.6,2.63
5,0,9.0,3.84,4.38,2.74,10.0,24.84,54.8,2.74
12,1,11.0,4.16,4.75,2.97,17.5,19.02,59.4,2.97
8,1,7.0,4.38,5.01,3.13,10.5,32.58,62.6,3.13
2,0,7.0,3.21,3.66,2.29,8.5,21.14,45.8,2.29
2,1,5.0,3.58,4.1,2.56,5.0,30.96,51.2,2.56
5,0,13.0,4.54,5.18,3.24,18.0,20.84,64.8,3.24
7,1,14.0,4.79,5.47,3.42,13.5,27.22000000000001,68.4,3.42
11,1,4.0,4.23,4.83,3.02,11.0,33.31999999999999,60.4,3.02
5,0,6.0,4.07,4.66,2.91,17.5,23.06,58.2,2.91
6,0,12.0,4.63,5.3,3.31,21.0,19.96000000000001,66.2,3.31
4,0,12.0,4.28,4.9,3.06,16.5,20.46000000000001,61.2,3.06
2,1,6.0,4.76,5.44,3.4,13.0,35.40000000000001,68.0,3.4
5,0,15.0,5.54,6.34,3.96,21.0,27.36,79.2,3.96
2,1,14.0,5.1,5.82,3.64,21.0,23.23999999999999,72.8,3.64
2,1,5.0,4.44,5.07,3.17,7.0,38.72,63.4,3.17
12,1,12.0,4.47,5.1,3.19,15.75,23.28999999999999,63.8,3.19
2,1,10.0,5.0,5.71,3.57,16.0,31.12,71.4,3.57
1,1,3.0,3.04,3.47,2.17,0.5,31.22,43.4,2.17
2,1,14.0,3.65,4.18,2.61,14.0,13.76000000000001,52.2,2.61
3,0,9.0,5.03,5.74,3.59,13.0,35.44,71.8,3.59
2,1,10.0,4.93,5.63,3.52,18.5,27.82000000000001,70.4,3.52
2,1,13.0,5.42,6.19,3.87,15.5,33.42,77.4,3.87
7,1,9.0,2.98,3.41,2.13,10.0,15.08,42.6,2.13
2,1,14.0,4.37,4.99,3.12,14.0,21.91999999999999,62.4,3.12
12,1,7.0,4.56,5.22,3.26,10.5,34.66,65.2,3.26
2,1,10.0,4.9,5.6,3.5,21.5,24.5,70.0,3.5
4,0,8.0,4.55,5.2,3.25,17.0,27.0,65.0,3.25
5,0,14.0,5.19,5.94,3.71,16.0,29.36,74.2,3.71
8,1,12.0,3.5,4.0,2.5,3.0,25.0,50.0,2.5
2,1,5.0,4.38,5.01,3.13,11.0,34.08,62.6,3.13
7,1,10.0,4.73,5.41,3.38,12.0,32.08,67.6,3.38
7,1,3.0,3.01,3.44,2.15,4.5,26.9,43.0,2.15
11,1,15.0,4.2,4.8,3.0,10.0,23.0,60.0,3.0
8,1,10.0,4.47,5.1,3.19,17.0,24.03999999999999,63.8,3.19
7,1,10.0,4.61,5.26,3.29,17.25,25.39,65.8,3.29
2,1,9.0,3.99,4.56,2.85,13.5,23.09999999999999,57.0,2.85
11,1,6.0,3.85,4.4,2.75,11.0,27.0,55.0,2.75
1,1,10.0,4.63,5.3,3.31,24.0,18.96000000000001,66.2,3.31
4,0,9.0,5.26,6.02,3.76,15.5,35.66,75.2,3.76
2,1,9.0,3.19,3.65,2.28,11.0,16.48,45.6,2.28
2,1,10.0,4.37,4.99,3.12,8.0,31.92,62.4,3.12
2,1,11.0,4.13,4.72,2.95,11.0,25.2,59.0,2.95
8,1,9.0,3.28,3.74,2.34,9.5,18.94,46.8,2.34
4,0,6.0,2.09,2.38,1.49,11.0,6.84,29.8,1.49
4,0,10.0,5.5,6.29,3.93,22.5,30.38,78.6,3.93
2,0,12.0,4.79,5.47,3.42,22.0,20.72000000000001,68.4,3.42
4,0,9.0,3.23,3.7,2.31,7.0,20.96,46.2,2.31
7,1,10.0,4.1,4.69,2.93,5.5,31.38,58.6,2.93
2,1,12.0,4.93,5.63,3.52,21.5,22.82000000000001,70.4,3.52
3,0,11.0,4.69,5.36,3.35,21.0,21.59999999999999,67.0,3.35
2,0,9.0,3.37,3.86,2.41,11.0,18.56,48.2,2.41
2,1,13.0,4.77,5.46,3.41,13.0,28.56,68.2,3.41
2,0,6.0,4.28,4.9,3.06,8.0,34.96,61.2,3.06
11,1,6.0,4.7,5.38,3.36,11.0,36.76000000000001,67.2,3.36
2,1,12.0,3.74,4.27,2.67,10.5,20.22,53.4,2.67
1,1,14.0,5.25,6.0,3.75,20.0,26.0,75.0,3.75
7,0,14.0,5.07,5.79,3.62,24.0,19.92,72.4,3.62
3,0,3.0,3.37,3.86,2.41,10.5,25.06,48.2,2.41
5,0,4.0,4.0,4.58,2.86,11.5,30.26000000000001,57.2,2.86
2,1,7.0,3.39,3.87,2.42,13.5,18.22,48.4,2.42
2,1,11.0,4.91,5.62,3.51,24.0,21.16,70.2,3.51
12,1,7.0,4.65,5.31,3.32,10.0,36.12,66.4,3.32
8,1,11.0,4.9,5.6,3.5,15.5,29.5,70.0,3.5
4,0,9.0,4.83,5.52,3.45,20.0,26.2,69.0,3.45
2,1,7.0,4.06,4.64,2.9,17.0,22.40000000000001,58.0,2.9
12,1,12.0,4.52,5.17,3.23,16.0,23.67999999999999,64.6,3.23
2,1,13.0,5.28,6.03,3.77,23.0,24.32000000000001,75.4,3.77
5,0,5.0,3.53,4.03,2.52,9.0,26.32,50.4,2.52
3,0,12.0,4.35,4.98,3.11,16.5,21.26000000000001,62.2,3.11
11,1,10.0,4.35,4.98,3.11,15.0,24.76000000000001,62.2,3.11
11,1,9.0,3.71,4.24,2.65,9.0,24.4,53.0,2.65
7,0,13.0,4.13,4.72,2.95,23.0,11.2,59.0,2.95
5,0,9.0,3.79,4.34,2.71,7.0,27.36,54.2,2.71
2,0,12.0,3.85,4.4,2.75,3.5,28.5,55.0,2.75
11,1,15.0,4.94,5.65,3.53,25.0,16.47999999999999,70.6,3.53
5,0,12.0,4.58,5.23,3.27,19.0,21.32000000000001,65.4,3.27
6,0,12.0,5.33,6.1,3.81,17.0,31.96000000000001,76.2,3.81
2,1,13.0,5.03,5.74,3.59,21.5,22.94,71.8,3.59
2,1,11.0,4.52,5.17,3.23,16.0,24.67999999999999,64.6,3.23
5,0,10.0,4.38,5.01,3.13,19.0,21.08000000000001,62.6,3.13
4,0,13.0,5.38,6.14,3.84,19.0,29.44,76.8,3.84
11,1,14.0,3.57,4.08,2.55,16.0,10.8,51.0,2.55
12,1,13.0,4.72,5.39,3.37,19.5,21.42,67.4,3.37
5,0,4.0,3.23,3.7,2.31,6.75,26.21,46.2,2.31
11,1,12.0,5.31,6.06,3.79,14.55,34.09,75.8,3.79
8,1,11.0,4.38,5.01,3.13,9.5,29.58000000000001,62.6,3.13
2,1,12.0,3.19,3.65,2.28,10.0,14.48,45.6,2.28
4,0,10.0,4.34,4.96,3.1,16.0,23.59999999999999,62.0,3.1
11,1,15.0,5.4,6.18,3.86,25.0,21.76000000000001,77.2,3.86
10,1,12.0,4.97,5.68,3.55,17.5,27.3,71.0,3.55
2,0,9.0,4.69,5.36,3.35,19.0,25.59999999999999,67.0,3.35
11,1,14.0,4.51,5.15,3.22,18.5,19.02000000000001,64.4,3.22
7,1,7.0,5.11,5.84,3.65,14.5,36.90000000000001,73.0,3.65
2,1,10.0,4.75,5.42,3.39,21.5,22.73999999999999,67.8,3.39
5,0,14.0,4.84,5.54,3.46,23.0,18.36,69.2,3.46
7,1,12.0,5.43,6.21,3.88,18.0,32.08,77.6,3.88
12,1,11.0,4.96,5.66,3.54,19.0,26.64,70.8,3.54
2,1,12.0,3.19,3.65,2.28,16.0,8.479999999999997,45.6,2.28
2,1,3.0,4.1,4.69,2.93,12.75,31.13,58.6,2.93
2,0,14.0,4.77,5.46,3.41,25.0,15.56,68.2,3.41
5,0,7.0,4.07,4.66,2.91,18.5,21.06,58.2,2.91
2,0,14.0,4.42,5.06,3.16,19.5,17.06,63.2,3.16
6,0,10.0,3.14,3.58,2.24,10.0,15.84,44.8,2.24
2,0,12.0,3.84,4.38,2.74,11.0,20.84,54.8,2.74
6,0,10.0,5.14,5.87,3.67,12.0,36.72000000000001,73.4,3.67
6,0,15.0,4.56,5.22,3.26,10.0,27.16,65.2,3.26
2,1,8.0,3.81,4.35,2.72,10.0,25.52,54.4,2.72
11,1,11.0,3.37,3.86,2.41,15.0,12.56,48.2,2.41
6,0,13.0,5.12,5.86,3.66,19.0,26.56,73.2,3.66
4,0,6.0,2.62,2.99,1.87,17.0,6.919999999999998,37.4,1.87
12,1,9.0,3.82,4.37,2.73,10.5,24.18,54.6,2.73
3,0,11.0,3.96,4.53,2.83,9.0,25.28,56.6,2.83
10,1,7.0,3.47,3.97,2.48,20.0,12.68,49.6,2.48
8,1,7.0,4.68,5.34,3.34,16.0,30.44,66.8,3.34
3,0,11.0,3.18,3.63,2.27,10.5,14.82,45.4,2.27
6,0,10.0,4.61,5.26,3.29,17.5,25.14,65.8,3.29
2,1,8.0,4.37,4.99,3.12,17.5,24.41999999999999,62.4,3.12
6,0,12.0,3.57,4.08,2.55,8.5,20.3,51.0,2.55
12,1,11.0,4.37,4.99,3.12,5.5,33.42,62.4,3.12
2,1,11.0,4.93,5.63,3.52,18.5,26.82000000000001,70.4,3.52
8,1,12.0,5.52,6.3,3.94,14.5,36.53999999999999,78.8,3.94
2,1,11.0,3.07,3.5,2.19,12.0,12.04,43.8,2.19
7,1,10.0,5.15,5.89,3.68,14.5,34.38,73.6,3.68
4,0,7.0,4.44,5.07,3.17,13.0,30.72,63.4,3.17
7,0,13.0,3.89,4.45,2.78,18.0,13.48,55.6,2.78
7,1,7.0,2.98,3.41,2.13,7.5,19.58,42.6,2.13
6,0,7.0,2.72,3.1,1.94,12.0,12.04,38.8,1.94
5,0,14.0,5.33,6.1,3.81,18.0,28.96000000000001,76.2,3.81
7,0,15.0,4.38,5.01,3.13,17.5,17.58000000000001,62.6,3.13
11,1,10.0,3.65,4.18,2.61,15.5,16.26000000000001,52.2,2.61
12,1,12.0,4.68,5.34,3.34,15.0,26.44,66.8,3.34
2,1,8.0,4.33,4.94,3.09,14.0,27.44,61.8,3.09
2,1,10.0,4.82,5.5,3.44,12.5,32.53999999999999,68.8,3.44
2,0,11.0,4.58,5.23,3.27,14.0,27.32000000000001,65.4,3.27
2,0,12.0,3.49,3.98,2.49,7.5,20.34,49.8,2.49
5,0,10.0,3.33,3.81,2.38,6.0,22.08,47.6,2.38
12,1,13.0,3.79,4.34,2.71,16.0,14.36,54.2,2.71
2,1,12.0,4.9,5.6,3.5,22.5,21.5,70.0,3.5
5,0,10.0,5.08,5.81,3.63,21.0,27.08,72.6,3.63
11,1,15.0,5.21,5.95,3.72,20.0,24.52000000000001,74.4,3.72
5,0,12.0,4.06,4.64,2.9,13.0,21.40000000000001,58.0,2.9
11,1,13.0,4.87,5.57,3.48,21.5,21.17999999999999,69.6,3.48
4,0,15.0,4.62,5.28,3.3,9.0,28.8,66.0,3.3
11,1,14.0,3.89,4.45,2.78,12.0,18.48,55.6,2.78
7,1,12.0,4.69,5.36,3.35,8.5,33.09999999999999,67.0,3.35
12,1,8.0,3.47,3.97,2.48,21.0,10.68,49.6,2.48
5,0,12.0,3.49,3.98,2.49,15.0,12.84,49.8,2.49
